freq,unique_id,method,kind,mase,smape,rmsse
hourly,H90,autotheta,model,0.7381704468756775,0.049484841823972885,0.6864325101720512
hourly,H92,autotheta,model,0.8176731815344536,0.08130079448865447,0.7275821917332393
hourly,H94,autotheta,model,0.6493842407327731,0.030168725328600533,0.6277491802368036
hourly,H96,autotheta,model,1.9910803424556098,0.12209047568381232,1.4812626899033599
hourly,H100,autoets,model,2.4182521164058177,0.3262308597261318,2.0276670366360245
hourly,H11,autoets,model,3.6960401550418305,0.18694078899980515,3.2343140187645516
hourly,H111,autoets,model,2.039403532006749,0.17606107192905715,2.20860095968591
hourly,H116,autoets,model,2.403844004760825,0.1588279654687582,1.8842658063621973
hourly,H117,autoets,model,1.4971348172283578,0.11317289859562114,1.3577248324123055
hourly,H12,autoets,model,3.174015630590192,0.18622685126075553,2.7836637939885405
hourly,H120,autoets,model,1.1048527217060293,0.05544653740430822,0.995359389722614
hourly,H121,autoets,model,1.1349920391802495,0.039260436611198796,0.9477693700577859
hourly,H123,autoets,model,4.129621478296715,0.4769856092614502,3.108455687908243
hourly,H126,autoets,model,0.9519557005532752,0.27259679890969224,0.8436453844434235
hourly,H13,autoets,model,2.7892627658881133,0.17953650520136488,1.7979166689298867
hourly,H130,autoets,model,0.4967155693357932,0.686889381408938,0.2631407541290429
hourly,H131,autoets,model,0.6586206062949194,0.22434395308749402,0.5391764517892058
hourly,H138,autoets,model,1.0156030857586824,0.2571478878942595,0.9307939530752242
hourly,H143,autoets,model,3.2659843162423856,0.8939692771276097,2.506539127483012
hourly,H144,autoets,model,2.6148656410589157,0.8708179586324917,2.1265705357098623
hourly,H146,autoets,model,0.6375464728566579,0.2806719014960824,0.42543732386792826
hourly,H147,autoets,model,1.0939046646688413,0.3197679703324159,0.6862742816441805
hourly,H149,autoets,model,1.0526703901772734,0.3040051736389543,1.0627122529566673
hourly,H154,autoets,model,0.39925467325722896,0.2715329795733012,0.2697718928978529
hourly,H156,autoets,model,0.5927521314162256,0.1788708787836896,0.47067048221104824
hourly,H16,autoets,model,0.8688708811723425,0.05002743500405454,0.8358982390493728
hourly,H165,autoets,model,0.46191743452864753,0.16979904404679713,0.3376483602905048
hourly,H169,autoets,model,0.7312259290328326,0.1669593904284907,0.6246716596012031
hourly,H174,autoets,model,5.168641040879699,0.1961253389968671,5.426117576774693
hourly,H177,autoets,model,0.9727452951960928,0.008139904447593885,1.0104455055705637
hourly,H178,autoets,model,0.7710789355299795,0.005671313511339476,0.7736853250180801
hourly,H184,autoets,model,1.0562919861508362,0.006955004276545035,1.1539391680691775
hourly,H186,autoets,model,0.9653300523987787,0.008577072297457177,0.9712925364963992
hourly,H192,autoets,model,1.6975471179446007,0.010514783639147866,1.6835163934831807
hourly,H195,autoets,model,0.8415809982346607,0.007164139036419335,0.8855340254284118
hourly,H196,autoets,model,1.8720543402121599,0.01309274037801636,1.7849250734284001
hourly,H198,autoets,model,1.064037189045225,0.00783480096532557,1.1621137301651203
hourly,H20,autoets,model,0.5951618236021254,0.03372654664684165,0.5771875966356345
hourly,H202,autoets,model,3.3884731732912474,0.1134812796727706,3.315105818366537
hourly,H203,autoets,model,0.7740527121721508,0.005507362336288066,0.7523573487286351
hourly,H204,autoets,model,0.8839411122611324,0.005518685453219687,1.0653694072129853
hourly,H206,autoets,model,1.4921990750620153,0.012003280659979862,1.48721799790925
hourly,H208,autoets,model,1.1183366222121718,0.007780615623306927,1.0980241219390516
hourly,H209,autoets,model,1.4827826052044155,0.009134550972339353,1.3211378835894816
hourly,H213,autoets,model,0.5305208120843555,0.0029289385354400086,0.5153648124685478
hourly,H216,autoets,model,0.947222165243421,0.008167444058140372,0.9960087883531107
hourly,H218,autoets,model,0.8154699788279385,0.00549147172764207,0.9333153326848574
hourly,H220,autoets,model,1.0966634296450173,0.006982390294191207,1.3277196844346781
hourly,H223,autoets,model,0.5841700068208208,0.12198350156370048,0.6483139298420699
hourly,H225,autoets,model,0.5090692658689121,0.003685581185399984,0.538013127915151
